timestamp,worker_id,gpu_id,util_percent,memory_used_mb,memory_total_mb,temp_c,power_w
2026-06-08T14:30:44.776318+00:00,scheduler,0,0,494.9,24564.0,40,12.719
2026-06-08T14:30:49.810911+00:00,scheduler,0,0,494.9,24564.0,40,12.81
2026-06-08T14:30:54.811479+00:00,scheduler,0,0,494.9,24564.0,40,12.707
2026-06-08T14:30:59.816478+00:00,scheduler,0,0,494.9,24564.0,40,12.571
2026-06-08T14:31:04.816869+00:00,scheduler,0,0,494.9,24564.0,40,12.467
2026-06-08T14:31:09.817512+00:00,scheduler,0,0,494.9,24564.0,40,12.685
2026-06-08T14:31:14.818785+00:00,scheduler,0,0,886.2,24564.0,41,70.867
2026-06-08T14:31:19.819178+00:00,scheduler,0,0,886.2,24564.0,42,71.057
2026-06-08T14:31:24.819594+00:00,scheduler,0,0,886.2,24564.0,42,71.21
2026-06-08T14:31:29.819965+00:00,scheduler,0,0,886.2,24564.0,41,47.83
2026-06-08T14:31:34.820388+00:00,scheduler,0,0,886.2,24564.0,41,12.604
2026-06-08T14:31:39.820814+00:00,scheduler,0,0,886.2,24564.0,41,12.78
2026-06-08T14:31:44.821260+00:00,scheduler,0,0,886.2,24564.0,41,12.763
2026-06-08T14:31:49.821690+00:00,scheduler,0,1,1630.2,24564.0,42,36.538
2026-06-08T14:31:54.822086+00:00,scheduler,0,1,2698.2,24564.0,42,71.643
2026-06-08T14:31:59.822513+00:00,scheduler,0,1,3978.2,24564.0,42,71.766
2026-06-08T14:32:04.822893+00:00,scheduler,0,1,5278.2,24564.0,43,71.597
2026-06-08T14:32:09.823364+00:00,scheduler,0,1,6394.2,24564.0,43,72.266
2026-06-08T14:32:14.823795+00:00,scheduler,0,0,7218.2,24564.0,43,72.113
2026-06-08T14:32:19.824200+00:00,scheduler,0,0,7558.2,24564.0,43,72.113
2026-06-08T14:32:24.824633+00:00,scheduler,0,0,7674.2,24564.0,43,72.07
2026-06-08T14:32:29.825076+00:00,scheduler,0,1,7898.2,24564.0,44,71.796
2026-06-08T14:32:34.825470+00:00,scheduler,0,0,8042.2,24564.0,44,71.862
