timestamp,worker_id,gpu_id,util_percent,memory_used_mb,memory_total_mb,temp_c,power_w
2026-06-08T06:19:27.948389+00:00,scheduler,0,0,400.8,10240.0,35,22.99
2026-06-08T06:19:27.948389+00:00,scheduler,1,0,376.8,10240.0,38,24.687
2026-06-08T06:19:27.948389+00:00,scheduler,2,0,400.8,10240.0,35,19.345
2026-06-08T06:19:27.948389+00:00,scheduler,3,0,400.8,10240.0,35,27.394
2026-06-08T06:19:33.062854+00:00,scheduler,0,0,400.8,10240.0,35,22.949
2026-06-08T06:19:33.062854+00:00,scheduler,1,0,376.8,10240.0,38,24.834
2026-06-08T06:19:33.062854+00:00,scheduler,2,0,400.8,10240.0,35,19.459
2026-06-08T06:19:33.062854+00:00,scheduler,3,0,400.8,10240.0,35,27.454
2026-06-08T06:19:38.063764+00:00,scheduler,0,0,400.8,10240.0,35,22.991
2026-06-08T06:19:38.063764+00:00,scheduler,1,0,376.8,10240.0,38,24.595
2026-06-08T06:19:38.063764+00:00,scheduler,2,0,400.8,10240.0,35,19.469
2026-06-08T06:19:38.063764+00:00,scheduler,3,0,400.8,10240.0,35,27.494
2026-06-08T06:19:43.064677+00:00,scheduler,0,0,400.8,10240.0,35,22.91
2026-06-08T06:19:43.064677+00:00,scheduler,1,0,376.8,10240.0,38,24.713
2026-06-08T06:19:43.064677+00:00,scheduler,2,0,400.8,10240.0,35,19.237
2026-06-08T06:19:43.064677+00:00,scheduler,3,0,400.8,10240.0,35,27.542
2026-06-08T06:19:51.763729+00:00,scheduler,0,0,400.8,10240.0,35,22.872
2026-06-08T06:19:51.763729+00:00,scheduler,1,0,376.8,10240.0,38,24.686
2026-06-08T06:19:51.763729+00:00,scheduler,2,0,400.8,10240.0,35,19.255
2026-06-08T06:19:51.763729+00:00,scheduler,3,0,400.8,10240.0,35,27.287
2026-06-08T06:19:56.861241+00:00,scheduler,0,0,400.8,10240.0,35,22.874
2026-06-08T06:19:56.861241+00:00,scheduler,1,0,376.8,10240.0,38,24.769
2026-06-08T06:19:56.861241+00:00,scheduler,2,0,400.8,10240.0,35,19.456
2026-06-08T06:19:56.861241+00:00,scheduler,3,0,400.8,10240.0,35,27.379
2026-06-08T06:20:01.861873+00:00,scheduler,0,0,400.8,10240.0,35,22.699
2026-06-08T06:20:01.861873+00:00,scheduler,1,0,376.8,10240.0,38,24.702
2026-06-08T06:20:01.861873+00:00,scheduler,2,0,400.8,10240.0,35,19.403
2026-06-08T06:20:01.861873+00:00,scheduler,3,0,400.8,10240.0,35,27.284
2026-06-08T06:20:06.862389+00:00,scheduler,0,0,400.8,10240.0,35,22.884
2026-06-08T06:20:06.862389+00:00,scheduler,1,0,376.8,10240.0,38,24.646
2026-06-08T06:20:06.862389+00:00,scheduler,2,0,400.8,10240.0,35,19.487
2026-06-08T06:20:06.862389+00:00,scheduler,3,0,400.8,10240.0,35,27.301
2026-06-08T06:20:12.071624+00:00,scheduler,0,0,400.8,10240.0,35,22.89
2026-06-08T06:20:12.071624+00:00,scheduler,1,0,376.8,10240.0,38,24.719
2026-06-08T06:20:12.071624+00:00,scheduler,2,0,400.8,10240.0,35,19.343
2026-06-08T06:20:12.071624+00:00,scheduler,3,0,400.8,10240.0,35,27.524
2026-06-08T06:20:17.073805+00:00,scheduler,0,0,400.8,10240.0,35,22.861
2026-06-08T06:20:17.073805+00:00,scheduler,1,0,376.8,10240.0,38,24.821
