timestamp,iteration,best_combined_score,avg_combined_score,num_programs
2026-05-29T10:22:47.627754+00:00,10,1.0,0.656969696969697,11
2026-05-29T10:33:06.821077+00:00,80,1.0,0.6086274509803922,17
