timestamp,worker_id,gpu_id,util_percent,memory_used_mb,memory_total_mb,temp_c,power_w
2026-05-22T05:40:34.523159+00:00,scheduler,0,0,400.8,10240.0,33,33.06
2026-05-22T05:40:34.523159+00:00,scheduler,1,0,376.8,10240.0,35,26.356
2026-05-22T05:40:34.523159+00:00,scheduler,2,0,400.8,10240.0,33,25.497
2026-05-22T05:40:34.523159+00:00,scheduler,3,0,400.8,10240.0,34,31.977
2026-05-22T05:40:39.941163+00:00,scheduler,0,0,400.8,10240.0,33,33.185
2026-05-22T05:40:39.941163+00:00,scheduler,1,0,376.8,10240.0,35,26.527
2026-05-22T05:40:39.941163+00:00,scheduler,2,0,400.8,10240.0,33,25.649
2026-05-22T05:40:39.941163+00:00,scheduler,3,0,400.8,10240.0,34,31.92
2026-05-22T05:40:45.209640+00:00,scheduler,0,0,400.8,10240.0,33,33.105
2026-05-22T05:40:45.209640+00:00,scheduler,1,0,376.8,10240.0,35,26.459
2026-05-22T05:40:45.209640+00:00,scheduler,2,0,400.8,10240.0,33,25.519
2026-05-22T05:40:45.209640+00:00,scheduler,3,0,400.8,10240.0,34,31.799
2026-05-22T05:40:51.419554+00:00,scheduler,0,0,400.8,10240.0,33,33.106
2026-05-22T05:40:51.419554+00:00,scheduler,1,0,376.8,10240.0,35,26.419
2026-05-22T05:40:51.419554+00:00,scheduler,2,0,400.8,10240.0,33,25.495
2026-05-22T05:40:51.419554+00:00,scheduler,3,0,400.8,10240.0,34,31.787
2026-05-22T05:40:56.571873+00:00,scheduler,0,0,400.8,10240.0,33,33.091
2026-05-22T05:40:56.571873+00:00,scheduler,1,0,376.8,10240.0,35,26.563
2026-05-22T05:40:56.571873+00:00,scheduler,2,0,400.8,10240.0,33,25.434
2026-05-22T05:40:56.571873+00:00,scheduler,3,0,400.8,10240.0,34,31.809
2026-05-22T05:41:01.616849+00:00,scheduler,0,0,400.8,10240.0,33,33.237
2026-05-22T05:41:01.616849+00:00,scheduler,1,0,376.8,10240.0,35,26.344
2026-05-22T05:41:01.616849+00:00,scheduler,2,0,400.8,10240.0,33,25.448
2026-05-22T05:41:01.616849+00:00,scheduler,3,0,400.8,10240.0,34,31.924
2026-05-22T05:41:06.857022+00:00,scheduler,0,0,621.9,10240.0,35,102.693
2026-05-22T05:41:06.857022+00:00,scheduler,1,0,376.8,10240.0,36,32.561
2026-05-22T05:41:06.857022+00:00,scheduler,2,0,400.8,10240.0,34,32.607
2026-05-22T05:41:06.857022+00:00,scheduler,3,0,400.8,10240.0,35,37.988
2026-05-22T05:41:11.911928+00:00,scheduler,0,0,621.9,10240.0,36,102.957
2026-05-22T05:41:11.911928+00:00,scheduler,1,0,376.8,10240.0,35,26.569
2026-05-22T05:41:11.911928+00:00,scheduler,2,0,400.8,10240.0,33,25.634
2026-05-22T05:41:11.911928+00:00,scheduler,3,0,400.8,10240.0,34,32.064
2026-05-22T05:41:16.987792+00:00,scheduler,0,0,621.9,10240.0,37,103.148
2026-05-22T05:41:16.987792+00:00,scheduler,1,0,376.8,10240.0,35,26.318
2026-05-22T05:41:16.987792+00:00,scheduler,2,0,400.8,10240.0,33,25.48
2026-05-22T05:41:16.987792+00:00,scheduler,3,0,400.8,10240.0,34,31.929
2026-05-22T05:41:22.223580+00:00,scheduler,0,0,1363.9,10240.0,37,103.223
2026-05-22T05:41:22.223580+00:00,scheduler,1,0,376.8,10240.0,35,26.407
2026-05-22T05:41:22.223580+00:00,scheduler,2,0,400.8,10240.0,33,25.421
2026-05-22T05:41:22.223580+00:00,scheduler,3,0,400.8,10240.0,34,32.041
